Clothing ID,Age,Title,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Active Time,Price
1094,53,Perfectly soft fourth july dress,5,1,0,General Petite,Dresses,Dresses,9.2471884326689,58.28110110893469
1110,34,Love!!!,5,1,2,General Petite,Dresses,Dresses,4.991768887929375,59.09597231718799
829,50,Such a cute top!,4,1,0,General Petite,Tops,Blouses,7.333992344029541,47.28932976678405
830,44,Sizing is good,5,1,0,General,Tops,Blouses,3.7719725375030912,50.54228335591121
4,28,Great layering piece,5,1,0,General,Tops,Sweaters,6.435540500126437,97.45557884715664
1037,52,Great look,5,1,0,General,Bottoms,Jeans,10.906418135840962,87.23443879344423
872,53,Love this top!,5,1,0,General Petite,Tops,Knits,5.701527086094947,108.74437787692014
921,54,Oversized and itchy,3,0,0,General,Tops,Sweaters,14.601637733981404,48.5744568115213
1001,28,"High hopes, but tiny and flimsy",1,0,0,General,Bottoms,Skirts,47.58929196197769,70.82169248678103
868,46,Well-made but widening,3,0,34,General,Tops,Knits,10.063531740538352,49.86387706895373
835,40,Versatile and unique,5,1,0,General,Tops,Blouses,10.176743647208465,43.18237162424428
868,65,"Lots of stretch, nice 4 layering",5,1,0,General,Tops,Knits,2.7943397838364965,49.27157125599153
868,70,Amazing top,5,1,1,General,Tops,Knits,9.466392218216688,74.34628210453421
1060,35,Be warned: these pants snag on everything,1,0,3,General Petite,Bottoms,Pants,15.35383197204954,75.83070433715035
1081,38,"Perfect, comfy, feminine summer dress!",5,1,4,General Petite,Dresses,Dresses,11.621388617929515,83.51858067857049
984,43,Fun twist on a versatile piece,5,1,4,General,Jackets,Jackets,10.855750074936829,72.24231108142769
1020,36,Fun summer skirt,5,1,2,General,Bottoms,Skirts,11.822998137223538,62.43191779049714
504,26,Perfect pjs,5,1,0,Intimates,Intimates,Sleep,4.062215454817714,49.68234054159047
1054,26,Petite fits perfectly,5,1,0,General,Bottoms,Pants,3.4783400137817484,62.0610138379198
1020,53,Pretty and feminine but...,3,0,0,General,Bottoms,Skirts,3.4860150352329806,51.81835759032324
1078,33,Don't miss it!,5,1,1,General Petite,Dresses,Dresses,5.854075131365754,99.69536222108616
880,36,Boxy but cute!,4,1,0,General Petite,Tops,Knits,15.723224211326864,82.44800358334615
868,36,Not good,2,0,5,General,Tops,Knits,30.033891437754164,68.84246868893362
1080,35,"Cute, go to dress",5,1,0,General,Dresses,Dresses,4.27350922539692,142.66387626300076
921,33,Beautiful piece; runs large!,5,1,0,General,Tops,Sweaters,13.902429981450748,67.18984949959011
1078,43,This dress is everything,5,1,0,General,Dresses,Dresses,11.225897108452555,56.36791333616775
865,34,Cream colored,2,1,0,General,Tops,Knits,11.03530625422918,62.13389790346324
829,38,Would love the cut but,3,0,17,General,Tops,Blouses,5.9542262211878345,76.04831419105557
854,29,"Pretty, but not great",4,1,1,General Petite,Tops,Knits,7.502968340230232,100.78309561127244
906,66,"Love it, but...",4,1,0,General Petite,Tops,Fine gauge,11.411111251574477,47.86484284726104
869,36,Excellent quality,5,1,1,General,Tops,Knits,3.925621703913353,51.62439318389039
1033,33,Absolutely wonderful.,5,1,0,General Petite,Bottoms,Jeans,6.885381905827284,71.73766872252915
863,65,Don't recommend,3,0,1,General Petite,Tops,Knits,21.590905250922432,70.50481911687774
1081,33,Not what i expected,2,0,1,General Petite,Dresses,Dresses,10.321641848291025,147.48544252119237
832,42,Perfect for summer,3,1,1,General,Tops,Blouses,8.576074085914701,46.66491455688254
1022,40,Buttery soft,5,1,2,General,Bottoms,Jeans,12.360676240666196,110.03231349978756
861,49,Cute top,5,1,2,General,Tops,Knits,2.9940635284332315,41.258610320035686
279,37,Great pants - but damaged,4,1,3,General Petite,Intimates,Lounge,13.404473003369072,69.03719155510953
883,46,Awesome tee,5,1,1,General,Tops,Knits,6.624959329709076,86.63111413310754
864,36,Pretty and classic,5,1,0,General Petite,Tops,Knits,3.448961456507244,79.25903323859062
820,36,Delicate and beautiful,5,1,0,General,Tops,Blouses,9.202566383491073,60.89137101817085
895,47,Soft and flattering,5,1,1,General,Tops,Fine gauge,6.482202368588571,36.932946606587095
1078,44,Great dress,5,1,0,General Petite,Dresses,Dresses,3.941357891306123,114.94791976820268
1080,24,Love it!,5,1,0,General Petite,Dresses,Dresses,9.172681646437637,44.61939810264613
946,43,This sweater is short in length,3,0,1,General,Tops,Sweaters,7.339662395004744,98.36729725997242
875,35,Cute blouse,5,1,0,General,Tops,Knits,4.261057647190143,58.48347100510736
916,53,Super soft and luxurious,5,1,0,General,Tops,Fine gauge,8.226028377766875,56.71210625150241
1099,44,Darling and versatile,5,1,4,General Petite,Dresses,Dresses,10.832437415628986,124.28637740096336
614,32,Has potentail,3,0,1,General,Bottoms,Shorts,17.11840932451106,38.664826774585855
1078,38,Yes to the dress,4,1,4,General Petite,Dresses,Dresses,6.0028756113335575,52.96914976621575
1081,46,Stylish and comfy,4,1,1,General Petite,Dresses,Dresses,8.332059020345538,104.00179710783728
936,43,Perfect with everything,5,1,9,General,Tops,Sweaters,13.138079362938116,100.51643295281424
1110,35,Runs very small,2,0,11,General,Dresses,Dresses,18.80738352784797,137.26028902697036
1094,59,Cute dress but the waist band runs way too large,3,0,18,General,Dresses,Dresses,14.193669051734036,83.14536944892157
895,33,"Easy, cute sweater",5,1,1,General,Tops,Fine gauge,9.701144672678662,34.318760001707034
1081,51,Still awesome,5,1,0,General,Dresses,Dresses,10.244542829888074,40.45838998845236
1033,48,Love,5,1,2,General,Bottoms,Jeans,10.549034510192682,59.029872072060726
1078,28,Faulty zipper problem,2,0,22,General Petite,Dresses,Dresses,7.707585539457692,108.30357459928364
311,21,Like velvet!,5,1,2,Intimates,Intimates,Lounge,8.868198875268256,120.76576203093396
868,39,Eek!,1,0,4,General,Tops,Knits,23.74311626419968,78.32655741368448
1009,49,Love this skirt!,5,1,8,General,Bottoms,Skirts,12.07070999123042,68.16509974505918
857,52,Great ultra casual top,5,1,1,General,Tops,Knits,2.369073586694457,65.33665612928148
579,54,Skort fans rejoice,5,1,4,General,Bottoms,Shorts,6.013462311092103,42.09605569627645
1080,64,Great lbd,4,1,7,General,Dresses,Dresses,5.6394090680674855,54.88281755323807
1038,56,Super comfortable and flattering,4,1,6,General Petite,Bottoms,Jeans,3.9192112138483584,117.0405824353948
850,64,"Wonderful top, very unique",5,1,5,General,Tops,Blouses,8.564896591815389,76.04077685971866
1133,55,Great shape,4,1,0,General Petite,Jackets,Outerwear,6.551577272371283,118.56491998368811
1110,48,Keep throwing it on!,5,1,1,General,Dresses,Dresses,10.53739480503452,107.80808496727435
1009,44,Petite sizing?,4,1,39,General,Bottoms,Skirts,7.560819708813899,59.55020855992437
867,32,"Beautiful drape, very deep v",5,1,2,General,Tops,Knits,6.7961709372362815,75.91013858411264
832,40,Frayed bottom hem.....,3,0,3,General,Tops,Blouses,11.689894516049106,74.41328617427428
823,53,Huge!!!,3,0,1,General,Tops,Blouses,17.958419641334938,37.870452670301326
1078,33,"Cute, but cheap",3,0,0,General,Dresses,Dresses,19.480431812305707,111.093259174287
863,29,Love this style,5,1,2,General,Tops,Knits,13.345414850399266,66.00118874504378
1094,56,Not for me,2,0,1,General Petite,Dresses,Dresses,15.67392732788358,48.40893733818993
1077,43,"Cute, comfortable but runs large",4,1,0,General Petite,Dresses,Dresses,13.849617172085807,60.64934341757
831,34,Nellore blouse for the win!,5,1,4,General Petite,Tops,Blouses,6.416999770811867,61.85546037964942
828,28,Plaid and dye fun,5,1,9,General,Tops,Blouses,11.676380904811506,44.24813169926716
879,44,Disappointed,3,0,3,General,Tops,Knits,10.208571868562416,55.700446112073934
840,21,Cute!,4,1,1,General,Tops,Blouses,2.9145447320806266,59.36021987386858
886,48,Clingy material,3,0,2,General Petite,Tops,Knits,18.68630054028197,80.20445848262422
895,52,Soft and kinda retro,5,1,1,General,Tops,Fine gauge,12.671941859450946,52.94813108477068
868,61,Nice color,3,1,0,General,Tops,Knits,3.7267078955437416,73.21930898955273
868,26,Cute tunic,4,1,0,General,Tops,Knits,5.3723124900827735,36.75682396346721
863,31,Surprisingly flattering,5,1,0,General,Tops,Knits,3.7502848069857473,57.867045359295
824,52,Draped plaid buttondown,5,1,1,General Petite,Tops,Blouses,11.3313607460046,69.91398115854903
985,34,Great vest!,5,1,0,General Petite,Jackets,Jackets,9.989319044062931,136.00055851916585
1087,55,More wrong than right...,2,0,1,General Petite,Dresses,Dresses,24.734507437977943,79.4380060959764
873,52,So much potential,3,1,11,General,Tops,Knits,19.3288629442536,69.61182928726053
828,45,Love this shirt,5,1,0,General Petite,Tops,Blouses,4.892631272371924,34.51401041261319
1110,59,Adorable dress!,5,1,2,General,Dresses,Dresses,8.810032192263908,74.98680008115059
984,28,Stranger things look,5,1,0,General,Jackets,Jackets,9.068881393022966,103.70909485990288
831,34,So-so,3,0,2,General,Tops,Blouses,9.204259119942476,72.33661347475963
863,26,Awesome,5,1,1,General Petite,Tops,Knits,8.690400481960232,102.562253542466
880,69,Lovely lilac,5,1,18,General,Tops,Knits,4.118273253858905,104.59534619079136
819,41,Cute but gross polyester,2,0,0,General,Tops,Blouses,3.8461952925675904,57.79390634987536
674,49,Flattering & versatile,5,1,1,General Petite,Intimates,Lounge,11.165444506720384,50.965764033659575
863,62,What a darling t.,5,1,3,General,Tops,Knits,8.249605501244652,59.29025070261206
1096,52,Fabulous dress!,5,1,2,General,Dresses,Dresses,5.112505214264188,76.89935288163935
830,40,So flattering,5,1,2,General,Tops,Blouses,7.463604159175706,51.98519132233582
927,68,Weird,1,0,5,General,Tops,Sweaters,37.195693990791405,87.9871354005428
866,39,Between true to size and big,5,1,1,General,Tops,Knits,9.826730418226765,42.24218992491871
1150,53,Tried on few dresses to find right size!,4,1,2,General,Dresses,Dresses,3.3763635000753345,147.63285734353775
1095,44,This product has great features,5,1,0,General Petite,Dresses,Dresses,12.374489042906683,50.635067350025466
868,34,Lovely!,5,1,1,General,Tops,Knits,5.4390211377251365,81.13473909792603
1110,50,Simple but feminine design,5,1,1,General Petite,Dresses,Dresses,5.003798972505066,85.8703198547483
941,65,"Comfortable, attractive, cozy sweater.",5,1,0,General Petite,Tops,Sweaters,10.487633756623383,66.79852429205184
551,62,Treasure,5,1,2,General,Trend,Trend,7.696564554159143,49.19598061939919
868,59,Best in cream,5,1,5,General Petite,Tops,Knits,9.444810997605243,51.39162870016232
867,35,Not worth the price,2,0,2,General Petite,Tops,Knits,28.5805637264632,95.611409405104
1056,52,Finally!,5,1,0,General,Bottoms,Pants,4.16390299028665,67.01116276902417
1009,38,Versatile and flattering,5,1,1,General,Bottoms,Skirts,3.8171096510561497,69.25388735075002
861,46,Very poor quality,2,0,1,General,Tops,Knits,6.3790089716018565,49.43921080513764
1078,32,Bring back the turquoise please!!,5,1,0,General Petite,Dresses,Dresses,10.620800725442589,115.2550983483396
873,39,Love this top!,5,1,0,General,Tops,Knits,12.985675754179766,76.86107389557745
840,44,Stylish and understated elegant,5,1,1,General,Tops,Blouses,2.2451665146997013,46.13943339838514
1009,38,Beautiful skirt but so noisy,4,1,6,General,Bottoms,Skirts,15.770177173138544,57.87597485033277
1078,53,Great dress,5,1,0,General,Dresses,Dresses,12.575905082073364,57.27709273631758
882,66,Cute!,5,1,13,General,Tops,Knits,11.560804514440951,83.2240100566382
1094,60,Love!,5,1,8,General,Dresses,Dresses,6.844633001864832,137.46609833252822
895,43,Delicate lace beautiful design,5,1,0,General Petite,Tops,Fine gauge,5.678194483129754,27.70347795240513
1008,39,Classic with a twist,5,1,0,General,Bottoms,Skirts,10.339168573066576,64.41788804220836
850,60,Beautiful and flattering,5,1,0,General,Tops,Blouses,12.899674281169894,78.23426215277675
623,37,Cute and comfy,4,1,1,Intimates,Intimates,Lounge,6.982201888163216,61.28466904530315
869,36,Great casual pretty shirt!,5,1,0,General,Tops,Knits,3.623658920919466,39.44802827070879
1078,43,Lovely summer dress,5,1,1,General,Dresses,Dresses,7.3879616834174096,73.23024817514737
965,51,"Strange fit, but fun jacket",4,1,1,General,Jackets,Jackets,9.63196539023932,92.6826840997991
1087,41,Sent it back,2,0,0,General Petite,Dresses,Dresses,25.83071169433245,54.25914449235757
834,28,Gorgeous red shirt!!,5,1,0,General,Tops,Blouses,3.4401495724962645,49.57812026243961
1110,64,Lovely material and details,5,1,0,General Petite,Dresses,Dresses,12.37417023920027,52.37297609610713
684,53,Great shirt!!!,5,1,2,Intimates,Intimates,Lounge,4.460456155295723,96.53679629577786
869,46,Floral print is gorgeous in person,4,1,2,General,Tops,Knits,2.485800802400316,46.11601770395186
314,58,Lovely but odd sizing,3,0,32,Intimates,Intimates,Swim,17.616983883545938,41.407490182494186
1094,64,Interesting but awkward to actually wear,3,1,1,General,Dresses,Dresses,2.3919814894077307,119.51933908231456
417,42,Nice change from denim,5,1,4,General,Bottoms,Shorts,8.364628430550608,41.35451675270179
896,35,"Great, versatile cardigan",5,1,0,General,Tops,Fine gauge,6.839883125419638,38.318182811728136
1110,67,"Lovely, but. . .",3,1,5,General,Dresses,Dresses,9.090818697822735,66.53148879626481
871,29,Returned,3,0,0,General,Tops,Knits,16.37970977084414,42.446901534927896
829,47,Easy,5,1,0,General,Tops,Blouses,11.517179668928938,27.747027990167886
1094,34,Great dress!,5,1,6,General,Dresses,Dresses,8.340926276208286,62.74039647091736
903,47,Super soft and pretty,4,1,4,General,Tops,Fine gauge,11.711247168883084,41.30032563807156
861,23,Adorable top!,5,1,2,General Petite,Tops,Knits,4.375766510094131,55.68954922385423
1094,62,Nice dress,5,1,2,General Petite,Dresses,Dresses,12.01006130054722,80.89011815621828
887,46,Bought two in the pink/purple color,3,1,0,General,Tops,Knits,14.883553018942964,61.51466858410896
831,42,Just lovely,5,1,1,General Petite,Tops,Blouses,9.322365080213867,31.22379546298989
948,49,Comfy cozy and cute,5,1,0,General,Tops,Sweaters,6.692937902453441,72.93425346959918
187,34,Small but cute,4,1,2,Intimates,Intimates,Legwear,9.00612401538851,78.817679460278
1086,39,Like but did not keep,4,1,4,General Petite,Dresses,Dresses,3.858607024081653,121.64888487502829
1022,50,Such comfort!,5,1,4,General,Bottoms,Jeans,12.542058095494784,59.58529495824736
944,40,Way to big and boxy,2,0,0,General,Tops,Sweaters,6.425741958111312,62.75225304859121
836,42,Not right for every body type.,3,0,3,General Petite,Tops,Blouses,14.899311496063348,66.39567715840505
868,39,Runs very large!,3,0,0,General,Tops,Knits,6.110818340939269,86.26267370435578
1083,48,"Comfortable, colorful, stylish!",5,1,0,General,Dresses,Dresses,4.985041764876627,128.11735587334545
1035,36,So cute!,5,1,1,General Petite,Bottoms,Jeans,10.01829617737503,106.87194161737015
850,44,Flattering,5,1,0,General Petite,Tops,Blouses,6.368552330938934,22.347409815630684
1173,68,Girly bra,4,1,0,Intimates,Intimates,Intimates,12.707163159951842,75.36024031037354
860,29,Nice structure,3,1,1,General Petite,Tops,Knits,16.69074104450546,79.12552272774262
877,51,Adds a little something to an outfit,5,1,0,General,Tops,Knits,9.578738602458202,80.71970229260445
1083,43,Another beautiful byron lars,4,1,0,General,Dresses,Dresses,3.288852699438656,53.59749206257634
829,37,Beautiful!,4,1,0,General Petite,Tops,Blouses,3.03594194430494,44.31492558661478
949,43,So cute and comfy!,5,1,0,General,Tops,Sweaters,11.166036735370962,86.95744584981804
936,29,Nice simple sweater,5,1,0,General Petite,Tops,Sweaters,9.398170268242897,109.11857108178732
945,42,Makes me feel young,5,1,2,General,Tops,Sweaters,2.5377549037139486,45.77910903111111
860,43,The sleeves.....,2,0,1,General Petite,Tops,Knits,10.273971380680289,85.80884889795512
157,66,Love plaid,5,1,0,Intimates,Intimates,Legwear,6.2443392130367865,99.85785540791936
1078,39,Too itchy too metallic,3,1,0,General,Dresses,Dresses,3.695054594162453,62.23857062935261
1033,53,Love love love these,5,1,0,General Petite,Bottoms,Jeans,13.710496896334494,61.856341030892686
1042,49,Love these!,4,1,0,General,Bottoms,Pants,5.5577125857080745,112.1035500219976
1078,53,Almost like raiding audrey hepburn's closet,5,1,3,General,Dresses,Dresses,9.101363830449712,102.09863939775852
1078,82,Unique and comfortable,5,1,0,General,Dresses,Dresses,12.52551794206227,142.07619744454234
1083,34,Runs very large,4,1,1,General Petite,Dresses,Dresses,8.044359228492008,130.0626045499081
829,53,Cute top,5,1,1,General Petite,Tops,Blouses,3.8644351764233367,65.23597809245206
1009,42,Love it,4,1,0,General,Bottoms,Skirts,4.110708806305824,47.05564680743411
964,36,The alternative to the green cargo jacket,5,1,0,General Petite,Jackets,Jackets,13.441128356586134,104.92384573103894
1078,31,For the shorter girls,4,1,4,General,Dresses,Dresses,11.047601470462627,113.51714090987812
864,36,Nice shirt but huge,3,1,0,General Petite,Tops,Knits,15.796919851922912,42.48441715240091
1035,27,Great jeans!,5,1,19,General Petite,Bottoms,Jeans,6.370762588881131,137.48766628151145
1078,38,I own three,5,1,0,General,Dresses,Dresses,9.596625915429204,122.43617821143472
718,26,"Nice material , but runs large",3,1,0,Intimates,Intimates,Lounge,8.426524298193689,123.74940558879402
1099,34,Worth a shot!,5,1,13,General Petite,Dresses,Dresses,12.208260342327618,133.6146834652872
860,64,So adorable!,5,1,12,General,Tops,Knits,12.60020130807406,37.76937355894492
1081,39,Plain and simple,5,1,0,General Petite,Dresses,Dresses,10.717037026241442,45.79790818016754
1078,41,Just perfect!,5,1,1,General,Dresses,Dresses,4.294581763801041,118.1006902463792
891,27,**great for broad shouldered women**,5,1,0,General,Tops,Fine gauge,2.9278171579202663,51.26688622632978
1033,41,Runs small.,4,1,0,General Petite,Bottoms,Jeans,16.124431081868035,120.43819758129874
984,44,Perfection!,5,1,2,General,Jackets,Jackets,10.749736346718205,89.76973096114605
1063,38,"Pretty, but not at this price",3,0,0,General,Bottoms,Pants,16.29428281487254,44.79760291667322
822,45,Subtle bohemian,5,1,2,General,Tops,Blouses,12.161565773080618,21.709972655090933
949,42,Wanted to love,3,0,17,General,Tops,Sweaters,5.8100582462410095,67.46027897880637
128,40,Amazing!,5,1,0,General Petite,Intimates,Lounge,7.739101025867933,50.50366241945861
1044,40,Stretch out a lot,4,1,0,General,Bottoms,Pants,3.8129583052420686,87.18924476878655
1110,45,"Cute, but ""off"" fit",2,0,0,General,Dresses,Dresses,22.487452825765025,83.6173548547365
298,29,Flimsy,2,0,14,General Petite,Intimates,Lounge,20.207713205889338,65.05318181602567
861,41,Pretty top,5,1,0,General,Tops,Knits,8.824552126450437,49.64522478378298
984,56,Not attractive,1,0,5,General,Jackets,Jackets,30.287961719082475,125.0675358346134
1022,53,Crazy comfortable,5,1,1,General,Bottoms,Jeans,5.7916007816951325,92.0009838909122
1078,57,Just enough bling!,5,1,0,General Petite,Dresses,Dresses,6.7087965139379415,75.74543015440645
155,40,Cozy,4,1,0,Intimates,Intimates,Legwear,14.491925597466132,111.5022767385518
862,37,Runs large...until you wash it,2,0,0,General,Tops,Knits,13.706754724934292,43.16263550786826
1087,36,Thinking of returning,3,0,1,General Petite,Dresses,Dresses,8.972966840192068,120.15873503203932
107,31,Not sleepwear!,5,1,0,Intimates,Intimates,Sleep,13.031609554507506,18.16731575907909
850,58,Awesome top,5,1,7,General Petite,Tops,Blouses,2.131871453313434,42.90815144562344
1099,30,Beautiful dress - runs long!,4,1,0,General,Dresses,Dresses,3.1349234740875023,124.56638174897344
886,31,Love this basic!,5,1,0,General Petite,Tops,Knits,13.663616063104216,35.7590670267407
873,37,Dressy casual,5,1,0,General,Tops,Knits,10.945978806943453,102.08277104847194
909,47,Great layering piece all season,5,1,0,General,Tops,Fine gauge,5.28761012733148,56.02823816924518
875,50,Surprisingly flattering,5,1,0,General,Tops,Knits,7.040830792198372,92.17622695726386
927,55,Lovely sweater despite the differences,4,1,0,General,Tops,Sweaters,8.803738202140828,56.35662732051643
1022,45,Jeans are the best!!!,5,1,0,General,Bottoms,Jeans,8.16818800625885,134.10053009577447
820,34,Worth every penny!,5,1,9,General,Tops,Blouses,6.280918150159378,61.9307212916175
1078,59,So cute!,5,1,0,General,Dresses,Dresses,6.608115276360827,131.61565537285318
1081,20,Fun dress,4,1,8,General Petite,Dresses,Dresses,12.513393810277462,105.06785207396057
1192,57,"Great fit, beautiful color",5,1,0,General,Bottoms,Pants,9.4913098923031,76.08436569141712
1111,23,Adorable...!!!,4,1,0,General,Dresses,Dresses,6.821498523548796,108.11850133735592
912,55,Very flattering,5,1,1,General,Tops,Fine gauge,4.550525284595211,34.40275146920657
1081,32,Great purchase,5,1,1,General Petite,Dresses,Dresses,9.135011549616973,80.40850205879606
829,50,Very blousy but still cute,4,1,1,General,Tops,Blouses,4.039771252115348,67.06382308166603
1016,43,Beautiful skirt!,4,1,1,General,Bottoms,Skirts,8.779803140839032,55.557562071014026
1081,58,This dress is super flattering,5,1,25,General,Dresses,Dresses,6.003377523275662,83.36774561897556
861,46,Great shirt,5,1,0,General,Tops,Knits,5.211313393174224,96.73193174029424
1093,44,Love it!,5,1,2,General Petite,Dresses,Dresses,5.561242512612886,107.2686141281042
1095,58,Very cute dress,5,1,0,General Petite,Dresses,Dresses,1.6792672677802152,116.24298280902492
895,28,Great cardigan,5,1,0,General Petite,Tops,Fine gauge,10.995230228854773,58.46210843933645
1094,22,Love love love this dress,5,1,2,General Petite,Dresses,Dresses,7.326131659180661,49.29150610492066
1030,26,Love these!,5,1,0,General,Bottoms,Jeans,10.983643717912452,75.73634027522934
1094,69,Oh dear...where was this dress when i was pregnant,2,0,0,General Petite,Dresses,Dresses,16.822998239042786,139.27781979554987
966,36,Stylish and versatile!,5,1,0,General,Jackets,Jackets,6.7365014585963126,91.8082051772448
861,23,Not worth the money!,2,0,3,General,Tops,Knits,7.1466720888647925,92.40899144621368
862,52,Great design but too long,3,0,4,General Petite,Tops,Knits,9.110876145755345,97.76140770937248
282,48,Great casual short,5,1,22,General,Bottoms,Shorts,13.074223287150106,51.17424610193152
1111,28,So versatile,4,1,0,General,Dresses,Dresses,8.087386329773556,114.49192240393964
975,32,So beautiful! :),5,1,13,General Petite,Jackets,Jackets,9.467404766492493,153.084751052939
829,39,"Nice, but not very forgiving",4,1,0,General,Tops,Blouses,14.20182611190212,37.31069424858853
872,32,Pretty and comfortable,5,1,0,General,Tops,Knits,10.209142193118094,40.70641650504507
860,42,Great find!,5,1,11,General,Tops,Knits,4.945711154286158,66.85672733918915
850,28,Simple structured classic,4,1,0,General Petite,Tops,Blouses,3.486847647579503,28.00119500868128
129,43,Cozy for lounging,4,1,0,Intimates,Intimates,Sleep,8.148366662258313,27.98474902661985
867,26,Color better in person,4,1,0,General,Tops,Knits,8.814051781959124,68.48092975292586
868,28,So comfy!,5,1,1,General Petite,Tops,Knits,8.72136339595878,63.77624601165294
872,37,Lovely top,5,1,4,General,Tops,Knits,5.621633161273238,89.71877665299418
876,65,Size down!,4,1,0,General,Tops,Knits,6.533423756218261,94.08963710287895
1094,26,Disappointing,2,0,20,General Petite,Dresses,Dresses,4.668143943237222,49.177010642518894
857,30,Different and flattering,5,1,1,General Petite,Tops,Knits,4.2781391835158775,108.74374963606996
823,36,Feminine and romantic,5,1,1,General Petite,Tops,Blouses,7.710559054808298,79.49196203776798
1087,55,"A light, airy, fun & casual ""pocket"" dress!",5,1,0,General Petite,Dresses,Dresses,3.0187515622073984,102.9884739106551
1079,32,Oversized pillowcase,1,0,6,General Petite,Dresses,Dresses,30.22461651068134,49.76720280214866
1095,49,Confusing design,3,1,0,General Petite,Dresses,Dresses,13.077677807898068,75.56916489954969
980,45,Great versitle jacket,5,1,9,General Petite,Jackets,Jackets,6.851983970288769,85.04412287747188
1022,27,Love these pants,5,1,0,General,Bottoms,Jeans,8.479630147599897,95.40340127985262
974,67,Edgy jacket will add oomph to outfits,5,1,11,General Petite,Jackets,Jackets,11.9913050300512,104.82125699716772
1077,40,Obsessed,5,1,0,General,Dresses,Dresses,6.80752665583619,66.5125114891095
722,40,Dreamy cozy pants,5,1,0,Intimates,Intimates,Sleep,11.97182489641228,20.3975543516519
867,41,Hot pink,4,1,0,General Petite,Tops,Knits,12.423338628041517,47.38192573651153
936,28,So cozy! love it.,5,1,0,General Petite,Tops,Sweaters,3.3145883145893547,37.92203510077328
1008,39,Love!,4,1,0,General,Bottoms,Skirts,10.470096137723688,47.37680427260885
1100,67,Another synthetic fabric...,2,0,25,General Petite,Dresses,Dresses,18.549276127101542,99.91489108761292
24,27,"Fun and gorgeous suit, but not for me",4,1,0,Intimates,Intimates,Swim,7.031499828590515,79.30373313115241
1082,59,Very unflattering dress,1,0,6,General Petite,Dresses,Dresses,43.90753573510453,133.77807735028722
831,72,Love this blouse!,5,1,2,General,Tops,Blouses,9.552106744399811,71.62321687221045
864,40,Cute tee,5,1,0,General,Tops,Knits,9.486611073678556,54.7748922306842
650,43,Flattering!,5,1,0,Intimates,Intimates,Lounge,10.592467201530123,92.26102998058892
1010,60,"A little 'hip-y""",4,1,1,General Petite,Bottoms,Skirts,3.320993506924826,56.44056879686628
98,32,Great for summer,5,1,0,Intimates,Intimates,Intimates,13.062296483706543,41.79341088098703
1081,35,So flattering,5,1,0,General,Dresses,Dresses,10.144906602606872,96.6072278068425
1082,32,Wanted to love it,2,0,3,General Petite,Dresses,Dresses,22.071842307638068,60.74557817952372
833,56,Not like the picture,1,0,2,General,Tops,Blouses,9.887380167952864,52.658355314746245
867,66,Festoon tee,5,1,0,General,Tops,Knits,10.210559968181826,76.27441981903031
1002,55,Great fit and weight,4,1,0,General,Bottoms,Skirts,12.82765828118404,71.52179399823343
1081,30,Easy peasy,5,1,0,General,Dresses,Dresses,4.886401960049182,95.83501027429948
863,57,This product was great,5,1,0,General,Tops,Knits,10.536737546743348,68.17428903826541
1072,51,Fun dress,5,1,0,General,Dresses,Dresses,5.637339219243533,97.66937118564869
1020,53,Cute,4,1,1,General,Bottoms,Skirts,14.737670671844974,74.24432960943776
1087,65,Disappointing,3,0,6,General,Dresses,Dresses,3.663955208509384,141.3272969068765
872,33,Beautiful top but too big,3,0,5,General Petite,Tops,Knits,10.868152900312383,57.57290118386256
1066,70,Great pants for the summer,5,1,2,General Petite,Bottoms,Pants,5.805984230646023,87.74896555464207
850,53,Just perfect,5,1,0,General,Tops,Blouses,9.650436140368704,35.603394262246546
829,53,Great blouse!,5,1,1,General Petite,Tops,Blouses,3.16272711537334,37.70480034164393
862,46,"Very soft material, color is different in person",5,1,5,General Petite,Tops,Knits,10.946624440851943,97.60498124438568
1020,37,So small,3,1,0,General,Bottoms,Skirts,7.523824010541282,51.3945092681573
1084,51,Poor fit,1,0,0,General Petite,Dresses,Dresses,38.94750879367236,117.8664825117578
873,54,Comfy and pretty,5,1,0,General Petite,Tops,Knits,11.717207083622233,68.75875689347936
855,35,Not as expected,2,0,0,General,Tops,Knits,27.12411021274762,51.8194897440833
862,28,Very comfortable (and reversible),5,1,1,General,Tops,Knits,4.484451967267408,105.49547457650986
1056,32,Love these,5,1,0,General Petite,Bottoms,Pants,10.183437847641818,62.84345665344411
999,53,Fun skirt to wear instead of shorts,5,1,10,General,Bottoms,Skirts,11.906435438542768,57.6477528217096
1063,35,Fabric is amazing,5,1,7,General,Bottoms,Pants,12.501125691182466,116.71187366327204
1035,56,Really cute spin on indispensable ankle jeans,5,1,12,General,Bottoms,Jeans,10.938929489407286,89.25511487729028
867,37,Really wanted to like it,2,0,2,General,Tops,Knits,4.314178567385245,72.12649372301948
872,29,Great simple shirt,5,1,0,General Petite,Tops,Knits,2.36380394509766,102.89664842779425
1110,32,Wish i liked it,2,0,0,General Petite,Dresses,Dresses,16.93691819406527,118.32348527541755
1081,37,Great comfortable casual dress,5,1,0,General Petite,Dresses,Dresses,8.861980306455488,114.26322181509975
834,42,Love at first sight!,5,1,4,General,Tops,Blouses,5.75313700265677,34.28713169669473
